doc_id,text,processed_text
645,What makes understanding death philosophical?,make understand death philosoph
646,Why are dogs considered omnivores?,dog consid omnivor
647,Are dogs carnivorous animals?,dog carnivor anim
648,What it is like to be cheated upon in a relationship?,like cheat upon relationship
649,What is it like to be in a relationship with someone you cheated with?,like relationship someon cheat
650,How do I know if someone blocked my texts?,know someon block text
651,If I turn of my user id off can I text someone that blocked me?,turn user text someon block
652,What are the most interesting foods you have eaten in any country?,interest food eaten countri
653,What is it like to be a private banker?,like privat banker
654,What is like to be a private banker in Switzerland?,like privat banker switzerland
655,What is journalism for you?,journal
656,What is journalism?,journal
657,How can one increase concentration?,one increas concentr
658,How can I improve my concentration?,improv concentr
659,"How do I see ""sent invitations"" on Linkedin if I don't have any more pending invitations?",see sent invit linkedin pend invit
660,"How can you personalize a LinkedIn invitation? I think I just sent a colleague an invitation on LinkedIn, but did not get a chance to personalize it!",person linkedin invit think sent colleagu invit linkedin get chanc person
661,What are the pros and cons of the German Shepherd dog?,pro con german shepherd dog
662,What are the pros and cons of having a pet German Shepherd?,pro con pet german shepherd
663,What is the difference between deism and agnosticism?,differ deism agnostic
664,What is the difference between a hobby and a habit?,differ hobbi habit
665,Why do male porn stars masturbate to ejaculate?,male porn star masturb ejacul
666,Is it OK for a husband and wife to masturbate together? Is it considered cheating if your partner is masturbating without your consent?,husband wife masturb togeth consid cheat partner masturb without consent
667,How much CGPA I require to get an admission for MTech CSE at IIT Madras?,much cgpa requir get admiss mtech cse iit madra
668,Can I get a job in a consulting firm after Mtech in CSE from IIT?,get job consult firm mtech cse iit
669,Is there a biological reason that people cry when they are emotional?,biolog reason peopl cri emot
670,What is the biological reason for crying?,biolog reason cri
671,What are 5 facts about the earth's crust?,fact earth crust
672,How does the Earth's core affect its crust?,earth core affect crust
673,Why does ISRO not use friction stir welding technology?,isro use friction stir weld technolog
674,Should a guy re-evaluate his current relationship and feelings if he's worried about temptation hanging out with a girl that he was friends with?,guy evalu current relationship feel worri temptat hang girl friend
675,I wish to simulate a fake location for an app running on my iOS device. How do you fake a GPS location for iOS without jailbreaking as a non-coder?,wish simul fake locat app run io devic fake gp locat io without jailbreak non coder
676,How can I fake my iPhone location without jailbreaking?,fake iphon locat without jailbreak
677,What would be the best way to quit smoking?,would best way quit smoke
678,How did you quit/stop smoking?,quit stop smoke
679,Which is the best programing language for tcs?,best program languag tc
680,Which is the best programming language?,best program languag
683,Is Kristen Stewart a bad actress?  Why or why not?,kristen stewart bad actress
684,Is Jennifer Lawrence a bad actress?,jennif lawrenc bad actress
685,Why do some Japanese guys try to look feminine? Don't the girls find it gross?,japanes guy tri look feminin girl find gross
686,Why have most of the guys in India become so desperate? Don't they know that girls don't always look for relationships? Would it hurt guys to become our friend first?,guy india becom desper know girl alway look relationship would hurt guy becom friend first
687,What are the five most popular sugar daddy websites?,five popular sugar daddi websit
688,What is it like to date a cougar or a sugar daddy?,like date cougar sugar daddi
689,What is the VTU 1st sem exam time table of 2016 (Dec)?,vtu sem exam time tabl dec
690,How do I frame my time table for 4 months to crack Gate 2016?,frame time tabl month crack gate
691,What is the best phone to buy below 15k?,best phone buy
692,Which are best mobile phones to buy under 15000?,best mobil phone buy
693,How do we start a business?,start busi
694,How do I start business from nothing?,start busi noth
695,What's the best near-death experience you've ever had?,best near death experi ever
696,Has anyone ever had a near-death experience?,anyon ever near death experi
697,Why do I keep getting fleas from my dogs?,keep get flea dog
698,How can I keep my dog from getting fleas?,keep dog get flea
699,What year did the letter J come?,year letter come
700,When was the Letter J created?,letter creat
701,Harvard College Courses: What is general shopping advice for Turkish classes?,harvard colleg cours gener shop advic turkish class
702,Harvard College Courses: What is general shopping advice for Tamil classes?,harvard colleg cours gener shop advic tamil class
703,How do I send message from one Android phone to another Android phone through bluetooth?,send messag one android phone anoth android phone bluetooth
704,How do I transfer my contacts from one Android phone to another Android phone?,transfer contact one android phone anoth android phone
705,What are the most important books ever written?,import book ever written
706,What universities does Sigma Designs recruit new grads from? What majors are they looking for?,univers sigma design recruit new grad major look
707,What universities does Sigma-Aldrich recruit new grads from? What majors are they looking for?,univers sigma aldrich recruit new grad major look
708,Can we do an M.Phil in India after doing Masters in UK (MA in Psychology)?,phil india master psycholog
709,I'm a masters student interested to work in Humanitarian sector. What are the skills required? I'm a medical doctor doing my masters in UK,master student interest work humanitarian sector skill requir medic doctor master
710,What universities does Powell Industries recruit new grads from? What majors are they looking for?,univers powel industri recruit new grad major look
711,What universities does Chart Industries recruit new grads from? What majors are they looking for?,univers chart industri recruit new grad major look
712,What are some of the best movie posters you have come across?,best movi poster come across
713,What are the best & iconic movie posters?,best icon movi poster
714,What are some examples of deuteromycota and how are they formed?,exampl deuteromycota form
715,Could all bitcoin mining be done by a single Raspberry Pi?,could bitcoin mine done singl raspberri
716,How racist is too racist?,racist racist
717,How racist are you?,racist
718,Are there any differences between however and nevertheless?,differ howev nevertheless
719,What's the difference between between and among?,differ among
720,Are Canada Geese really Canadian?,canada gees realli canadian
721,What do Canadians call Canada?,canadian call canada
722,How do I find the zeros of the polynomial function [math]f(x)=\dfrac{1}{2}x^{3}-3x[/math]?,find zero polynomi function math dfrac math
723,How would you find the zero of the function for [math]y=\frac{4x^2 - 36x}{ x-9}[/math]?,would find zero function math frac math
724,How do I edit my devices on my Google play account?,edit devic googl play account
725,How do I add a second device to a Google Play account?,add second devic googl play account
728,How can I write a letter to Mr. Narendra Modi?,write letter narendra modi
729,How can I write to Narendra Modi?,write narendra modi
730,Who is more electable in a general Presidential election: Donald Trump or Ted Cruz?,elect gener presidenti elect donald trump ted cruz
731,Who is more delusional: Donald Trump or Ted Cruz?,delusion donald trump ted cruz
732,Why do they name bastards Snow?,name bastard snow
733,"If Jon Snow is not Ned's bastard, why does Lady Catelyn hate him so much?",jon snow ned bastard ladi catelyn hate much
734,What do you think about the Bermuda Triangle?,think bermuda triangl
735,What are your theories about Bermuda Triangle?,theori bermuda triangl
736,Do Mexican girls like black guys?,mexican girl like black guy
737,Do girls like black guys with no beard?,girl like black guy beard
738,Have you lived in a tiny house?,live tini hous
739,Would you live in a tiny house?,would live tini hous
740,"What is a boy/girl called when he/she is 1-6 years old, 6-11years old, 11-14 years old, and 14-18 years old?",boy girl call year old year old year old year old
741,I am an 18 years old boy and I love a girl who's 14 years old. We both live Tamil Nadu. Is this a time to propose to her?,year old boy love girl year old live tamil nadu time propos
742,Can you debeak cockerels at 8 months old?,debeak cockerel month old
743,How much and with what should I feed my 3 months old raven?,much feed month old raven
745,What should I do to avoid depression and anxiety?,avoid depress anxieti
746,How do we avoid whey in Yogurt?,avoid whey yogurt
747,Is bad breath a sign of a strong stomach?,bad breath sign strong stomach
748,"Im in love with my bisexual best friend who is also a guy and has a girlfriend, and I want to tell him. How do I move on?",love bisexu best friend also guy girlfriend want tell move
749,"I'm a girl and I'm in love my best friend (who is also a girl), what should I do?",girl love best friend also girl
750,What is the best university in Germany for an MS?,best univers germani
751,Which are the best universities in Germany for getting a degree in mechanical engineering?,best univers germani get degre mechan engin
754,Which car has good build quality in india?,car good build qualiti india
755,Is Volkswagen a good reliable car?,volkswagen good reliabl car
756,Why does massaging one's temples soothe a migraine or headache?,massag one templ sooth migrain headach
757,What are the causes and most effective ways to treat or cure migraine headaches?,caus effect way treat cure migrain headach
758,Which one is better among KMC Manipal and KMC Mangalore?,one better among kmc manip kmc mangalor
759,What is the brief comparison of KMC in Manipal and Mangalore?,brief comparison kmc manip mangalor
760,Why are my bestfriend still ignoring me?,bestfriend still ignor
761,What should I do when my bestfriend is ignoring me?,bestfriend ignor
762,What are the sensors available in Acer Liquid Z630S Android Smart phone by using CPU-Z App?,sensor avail acer liquid android smart phone use cpu app
763,Which useful Android phone apps are not available in the Google Play store?,use android phone app avail googl play store
764,How do I keep motivation to learn a language?,keep motiv learn languag
765,How do you keep motivated when you learn a new language?,keep motiv learn new languag
766,What are the top assessment companies in India?,top assess compani india
767,Which are the top firms in Skills assessment industry in India and Globally?,top firm skill assess industri india global
768,What does @ mean as an emoticon?,mean emoticon
769,Emoticons: What does “:/” mean?,emoticon mean
770,Is a pinkish discharge normal in early pregnancy? What causes it?,pinkish discharg normal earli pregnanc caus
771,What did nicholas piramal do with 17500 cr?,nichola piram
772,What are the best ways to properly finger yourself?,best way properli finger
773,What would be the best way of keeping yourself amused in a prison?,would best way keep amus prison
774,How do scientists work?,scientist work
775,Where do scientists work?,scientist work
776,How many sponsored candidates are shortlisted for CMC vellore?,mani sponsor candid shortlist cmc vellor
777,"What is the office culture and woking at Patanjali office, haridwar?",offic cultur woke patanjali offic haridwar
778,What is the different between Chinese wedding ceremony and western wedding ceremony?,differ chines wed ceremoni western wed ceremoni
779,What is the difference between Chinese and Western style wedding?,differ chines western style wed
780,What is the condition of tourism in Pakistan?,condit tourism pakistan
781,Preferable PG courses for BE (EEE) student in Tamil Nadu?,prefer cours eee student tamil nadu
782,What is the different between offshore and onshore funds?,differ offshor onshor fund
783,What is the difference between offshore and onshore?,differ offshor onshor
785,Why do people hate Shahrukh Khan and why do people feel that he is not an Indian?,peopl hate shahrukh khan peopl feel indian
786,What are the best self-help books you've ever read?,best self help book ever read
787,What are the top self help books I should read?,top self help book read
788,Is Evernote useful?,evernot use
789,What is Evernote used for?,evernot use
790,A title for my continuation to The Gift of the Magi?,titl continu gift magi
791,How do I start my continuation for the Gift of the Magi?,start continu gift magi
792,What is a good song to lyric prank your best friend?,good song lyric prank best friend
793,What are some good lyric prank songs to send your best friends?,good lyric prank song send best friend
794,I argued with my gf that she made friends with the person that hit on her. She said I'm a control freak and she wants her freedom. What should I do?,argu made friend person hit said control freak want freedom
795,I'm a girl in middle school. My best friends are all girls. I've found out that I'm bisexual. How do I tell my best friend who's a girl without her freaking out and it changing our whole friendship?,girl middl school best friend girl found bisexu tell best friend girl without freak chang whole friendship
796,How do I pass a drug test for methamphetamine?,pass drug test methamphetamin
797,Can hair dye help pass a hair follicle drug test for daily meth smokers?,hair dye help pass hair follicl drug test daili meth smoker
798,How could start with open source development?,could start open sourc develop
799,How should I start contributing to open source projects?,start contribut open sourc project
801,"If you dream about some kind of harm, will there be injuries in real life?",dream kind harm injuri real life
802,Do cricket players really drink tea on a tea break?,cricket player realli drink tea tea break
803,Do cricketers actually drink tea during tea break?,cricket actual drink tea tea break
806,Does a fetus breathe when it's inside a womb?,fetu breath insid womb
807,How does a fetus exhale in the womb?,fetu exhal womb
808,What are movies with incest scenes?,movi incest scene
809,Are there any good incest movie?,good incest movi
810,"What are the signs that a guy has feelings for you or has a crush on you, but doesn't want to show it, so he hides it?",sign guy feel crush want show hide
811,The guy I'm dating never texts me and I feel like he doesn't care about me but when I see him he shows me he likes me and wants me. Why do I feel this way?,guy date never text feel like care see show like want feel way
812,"According to the International Federation of Robotics, how many robots existed in 2012?",accord intern feder robot mani robot exist
813,What type of belt can be used to lift 200 Kg continuously?,type belt use lift continu
814,"Why is Oberon mad at Titania in ""A Midsummer Night's Dream""?",oberon mad titania midsumm night dream
815,"Why does Oberon punish Titania in ""A Midsummer Night's Dream""?",oberon punish titania midsumm night dream
816,Do you regret your divorce?,regret divorc
817,Have you ever regretted your divorce?,ever regret divorc
818,"How much does your DNA change over time? If I were to clone myself 70 years from now, will the clone have the same hair color?",much dna chang time clone year clone hair color
819,How much can a person's DNA change from birth to death in a life span of approximately 70 years?,much person dna chang birth death life span approxim year
820,Is it right to tell a girl the you have feelings for her?,right tell girl feel
821,What are some cool facts about Facebook?,cool fact facebook
824,"Is it true that in order to be part of an elite or just rich and successful, you have to join a secret organisation otherwise no chance at all?",true order part elit rich success join secret organis otherwis chanc
825,What is the syllabus for ICSE 2017 geography map?,syllabu ics geographi map
826,Which is more financially beneficial: being in a firm or teaching in an architecture college?,financi benefici firm teach architectur colleg
827,"Why might career training programs be more beneficial than a college degree, if at all, to aspiring entrepreneurs and tycoons?",might career train program benefici colleg degre aspir entrepreneur tycoon
828,How can I see the Comedy Nights with Kapil live show?,see comedi night kapil live show
829,What is the way to watch Comedy Nights with Kapil live on the sets?,way watch comedi night kapil live set
830,Why is sandeep maheshwari not on Quora?,sandeep maheshwari quora
831,Who is Sandeep Maheshwari?,sandeep maheshwari
832,What is the biggest monster in Monster Hunter?,biggest monster monster hunter
833,Is there a Monster Hunter PC game?,monster hunter game
834,How can I convince people to stop blaspheming against the Holy Spirit?,convinc peopl stop blasphem holi spirit
835,Does it matter from which college you do your graduation (BCom) from for admission into a top Indian B-School even If I score high(99%+)?,matter colleg graduat bcom admiss top indian school even score high
836,Why can't I stop watching porn?,stop watch porn
837,Why should / shouldn't I watch porn?,watch porn
838,How can I start trusting any one?,start trust one
839,How can one learn to trust again?,one learn trust
842,How did you first come across porn?,first come across porn
843,How were you first introduced to porn?,first introduc porn
844,"Which car services are available in Normal, IL? How good are they compared to taxis and relative to each other?",car servic avail normal good compar taxi rel
845,Which car services are available in Atlanta? How good are they compared to taxis and relative to each other?,car servic avail atlanta good compar taxi rel
846,Why can’t charged molecules pass through the lipid cell membrane?,charg molecul pass lipid cell membran
847,Why can't sodium channels pass through potassium channels?,sodium channel pass potassium channel
848,How does it feel to be a spouse of a renowned porn star?,feel spous renown porn star
849,How can I get rid of the feeling that my spouse is cheating on me?,get rid feel spous cheat
850,What is the best hostel booking affiliate program?,best hostel book affili program
851,Which is the best non AC girls hostel in Srm?,best non girl hostel srm
852,"How can the drive from Brooklyn to Staten Island be described, and how do these cities' tourist attractions compare to those in Queens?",drive brooklyn staten island describ citi tourist attract compar queen
853,"How can the drive from Brooklyn to Staten Island be described, and how do these cities' tourist attractions compare to other tourist attractions?",drive brooklyn staten island describ citi tourist attract compar tourist attract
854,What can I eat every day to be more healthy?,eat everi day healthi
855,Is it healthy to eat a whole avocado every day?,healthi eat whole avocado everi day
856,How do I make free calls to family members on Airtel Andhra Pradesh?,make free call famili member airtel andhra pradesh
857,How do I get Facebook badge notifications on HTC 10?,get facebook badg notif htc
859,What will Hillary Clinton do now?,hillari clinton
860,Should I use Vicks Vapor Rub for a stuffy nose?,use vick vapor rub stuffi nose
861,How do you apply Vicks Vapor rub to treat a stuffy nose?,appli vick vapor rub treat stuffi nose
862,How I start prepare for UGC net English literature latest syllabus?,start prepar ugc net english literatur latest syllabu
863,How do I prepare for Net JRF in English literature?,prepar net jrf english literatur
864,How did early Europeans get protein before the Columbian Exchange?,earli european get protein columbian exchang
865,How did they say breakfast in Portuguese before coffee was introduced to Europeans & the Portuguese language?,say breakfast portugues coffe introduc european portugues languag
866,What is the best forum for graphic designers?,best forum graphic design
867,Who is the best graphic designer in israel?,best graphic design israel
868,Is Alex Jones a satirical show?,alex jone satir show
869,How is The Canterbury Tales a satire?,canterburi tale satir
870,Should I learn AngularJS 1.5 instead of AngularJS 2 if I don't know TypeScript?,learn angularj instead angularj know typescript
871,Which should I start with: Angular 2 or AngularJS 1?,start angular angularj
872,Why can't we fall asleep on some days?,fall asleep day
873,Why do we fall asleep?,fall asleep
874,Which Marvel movies have not included Stan Lee cameos?,marvel movi includ stan lee cameo
875,What is your favourite Stan Lee cameo in a Marvel film?,favourit stan lee cameo marvel film
876,What are your views on Modi governments decision to demonetize 500 and 1000 rupee notes? How will this affect economy?,view modi govern decis demonet rupe note affect economi
877,What are your views on ban of 500 and 1000 rupee notes in India?,view ban rupe note india
878,What does the 10/6 label on the Mad Hatter's hat mean?,label mad hatter hat mean
879,How do you find a figure labeled this way in a textbook?,find figur label way textbook
880,Who wrote the Kars for Kids jingle?,wrote kar kid jingl
881,I am a freelance musician. How can I get into the jingle industry?,freelanc musician get jingl industri
882,Why is Saltwater Taffy candy imported in Greece?,saltwat taffi candi import greec
883,Why is Saltwater taffy candy imported in China?,saltwat taffi candi import china
886,How do you answer a question on Quora?,answer question quora
887,What is the best thing you've ever learned on Quora?,best thing ever learn quora
888,Israel vs Iran: who would win?,israel iran would win
889,"If Israel and Iran went to war, who would win?",israel iran went war would win
890,When is it too late to learn the piano?,late learn piano
891,I'm almost 40. Is it too late for me to learn piano?,almost late learn piano
892,What are natural numbers?,natur number
893,What is a least natural number?,least natur number
894,Is One Plus 3T 4G VoLTE enabled phone?,one plu volt enabl phone
895,Which phone to buy Moto m or one plus 3t?,phone buy moto one plu
896,How do I enter a new email ID which I can access to recover my Facebook ID?,enter new email access recov facebook
897,I lost all my ID. I am adopted and can't access my original birth certificate. How do I replace my ID without even a birth certificate?,lost adopt access origin birth certif replac without even birth certif
898,How we can travel faster than light?,travel faster light
899,Is it possible to travel faster than light?,possibl travel faster light
900,What is it like being a firefighter?,like firefight
901,What's it like to be a firefighter?,like firefight
902,What are the factors that causes data inconsistency in distributed platform/application?,factor caus data inconsist distribut platform applic
903,What are the main data platform?,main data platform
904,What are the differences between POCSO and sexual offenses in the IPC?,differ pocso sexual offens ipc
905,Do we need the IPC section 375?,need ipc section
906,"What is an alternative for the word ""is""?",altern word
907,What is the alternative word for creative?,altern word creativ
908,What is considered an illegal screen in the NBA?,consid illeg screen nba
909,Shaquille O'Neal considers Tim Duncan a power forward therefore disqualifying Duncan from the NBA great big men discussion. Does O'Neal have a point?,shaquil neal consid tim duncan power forward therefor disqualifi duncan nba great big men discuss neal point
910,Nothing excites me anymore. How do I regain that excitement?,noth excit anymor regain excit
911,Why do I feel like I'm excited about something when I have nothing to be excited about?,feel like excit someth noth excit
912,What are the life lessons that Batman teaches us?,life lesson batman teach
913,What are the life lessons you can learn from the dark knight?,life lesson learn dark knight
914,How do you stop a criminal's attempt to kidnap you so you escape unharmed?,stop crimin attempt kidnap escap unharm
915,How do you stop a criminal's attempt to kidnap you and escape unharmed?,stop crimin attempt kidnap escap unharm
916,How do I sell on Amazon?,sell amazon
917,How do I start selling on Amazon?,start sell amazon
918,Daniel Ek: When an we expect Spotify in India?,daniel expect spotifi india
919,Daniel Ek: Are there any future plans of releasing Spotify in India?,daniel futur plan releas spotifi india
920,What are the top 10 books one should read in his or her early 20s?,top book one read earli
921,What books are worth reading in early 20s?,book worth read earli
922,Which book should I start with for the GATE preparation?,book start gate prepar
923,What book do I start with for GATE preparation?,book start gate prepar
924,"What does the phrase ""He who does not love abides in death"" exactly mean?",phrase love abid death exactli mean
925,"What does the phrase ""love begets love"" mean?",phrase love beget love mean
926,What is similar to 4Shared?,similar share
927,What is similar to 4shared but better?,similar share better
928,Can you get high if someone touches weed and then you shake their hand and then you eat something with that same hand?,get high someon touch weed shake hand eat someth hand
929,"If someone grabs you by your shirt with both their hands and tells you to shut up, is that assault and can you call the police?",someon grab shirt hand tell shut assault call polic
930,Considering the current trend of information technology what is the future of print media?,consid current trend inform technolog futur print media
931,What is this model's name? I see her everywhere.,model name see everywher
932,What is the best recipe for chicken pizza?,best recip chicken pizza
933,What are some good pizza recipes?,good pizza recip
934,What are some good places to learn mountaineering in India?,good place learn mountain india
935,What are some good mountaineering institutes for a beginner level mountaineering course?,good mountain institut beginn level mountain cours
936,Do new table tennis balls damage rubbers?,new tabl tenni ball damag rubber
937,How do you unlock a car with a tennis ball?,unlock car tenni ball
938,My new Xbox one S can't connect to internet during setup. Any solutions?,new xbox one connect internet setup solut
939,Can I withdraw my money from any branch of particular bank .my bank is bank of Baroda I have no Atm card and cheque book?,withdraw money branch particular bank bank bank baroda atm card chequ book
940,Is it wrong for me to be content with my life?,wrong content life
941,What is a cover story?,cover stori
942,Is gravity only a theory?,graviti theori
943,"According to the M-theory, there are 11 dimensions. Why are only 5 dimensions in regards to gravity addressed in Interstellar?",accord theori dimens dimens regard graviti address interstellar
944,How could I become a fighter pilot when I have less than the required eyesight?,could becom fighter pilot less requir eyesight
945,I have terrible eyesight. Can I still become a fighter pilot in the Air Force?,terribl eyesight still becom fighter pilot air forc
946,Operation executive salary in Infosys?,oper execut salari infosi
947,"How do I do the Wake Back To Bed lucid dreaming technique when I think I have restless leg syndrome (regardless, my legs hurt at night.)?",wake back bed lucid dream techniqu think restless leg syndrom regardless leg hurt night
948,Have cavemen been scientifically tested?,cavemen scientif test
949,Have mythical creatures been scientifically tested?,mythic creatur scientif test
950,Can climate change be reversed?,climat chang revers
951,Can the global climate change be reversed or halted?,global climat chang revers halt
952,How should ask my crush for her number?,ask crush number
953,What should I ask my crush?,ask crush
954,Why do I believe that gravitation force exist?,believ gravit forc exist
955,Does gravitational force exists in all planets?,gravit forc exist planet
956,Did Mahabharata really happen?,mahabharata realli happen
957,Did Mahabharata really happen or only an allegory according to M.K.Gandhi?,mahabharata realli happen allegori accord gandhi
958,Can Congress stop Presidents from starting a major war?,congress stop presid start major war
959,What's a good source to purchase Attorneys eMail addresses? Thanks,good sourc purchas attorney email address thank
960,Is it safe to lose 25 pounds in 1 month?,safe lose pound month
961,Is it healthy to lose 13 pounds in a month?,healthi lose pound month
962,What are some cute shounen ai series?,cute shounen seri
963,When will the Pokémon series end?,pok mon seri end
966,How do I post a question that was marked as needing improvement?,post question mark need improv
967,"Why was my question marked as ""needs improvement?""",question mark need improv
968,Who owns nature?,own natur
969,Who owns Natural Factors?,own natur factor
970,How can I install OBB/data file on an Android?,instal obb data file android
971,I want to install EXE extension files in Android mobile. Is it possible?,want instal exe extens file android mobil possibl
972,What is garbage value? And Why do we get garbage value in c?,garbag valu get garbag valu
973,What is garbage value in c?,garbag valu
974,How do I prepare for software interviews?,prepar softwar interview
976,Does Rahul Gandhi have any chance to become next PM of India after Modi?,rahul gandhi chanc becom next india modi
977,Does Rahul Gandhi have chances to become next Pm of India after Modi?,rahul gandhi chanc becom next india modi
978,Is noon 12 am or 12 pm?,noon
979,Is it good to do gym at morning and swimming at noon?,good gym morn swim noon
980,What is the difference between a comet and an asteroid?,differ comet asteroid
981,What is the difference between asteroids and comets?,differ asteroid comet
982,Is chocolate milk good for you?,chocol milk good
983,Why is unrefrigerated milk good for you?,unrefriger milk good
984,How should I study,studi
985,What are some tricks to study effectively?,trick studi effect
986,Which country is best for higher education and work?,countri best higher educ work
987,Which is the best country for higher education after USA and UK?,best countri higher educ usa
988,What is the painting on this image?,paint imag
989,What is this painting?,paint
990,Which are the major highways in California and how are they compared to the major highways in Tennessee?,major highway california compar major highway tennesse
991,Which are the major highways in California and how are they compared to the major highways in Texas?,major highway california compar major highway texa
992,What's beyond our Universe?,beyond univers
993,"If space is expanding, where does the new space come from?",space expand new space come
994,Is growing of hair a physical or a chemical change?,grow hair physic chemic chang
995,Can a bald person ever grow their hair back?,bald person ever grow hair back
996,What is the difference between culture and history?,differ cultur histori
997,How is chili different between cultures?,chili differ cultur
998,What does it mean when a guy says I like you?,mean guy say like
999,"What does it mean when a guy says ""Be safe""?",mean guy say safe
1000,"What makes a programmer ""good?""",make programm good
1001,What makes a good programmer great?,make good programm great
1002,What will most likely cause World War III?,like caus world war iii
1003,Is World War III imminent?,world war iii immin
1004,Is civil war likely after the US presidential election?,civil war like presidenti elect
1005,Is the US at risk of some type of uprising after the election?,risk type upris elect
1006,Which European country is the best for asylum seekers?,european countri best asylum seeker
1007,What are the best countries for whistleblowers to seek asylum?,best countri whistleblow seek asylum
1008,Where and how do the crop circles get generated?,crop circl get gener
1009,What are crop circles?,crop circl
1010,Will baking soda help pass a urine test?,bake soda help pass urin test
1011,How does baking soda help you pass a drug test?,bake soda help pass drug test
1012,What is Zika virus and how is it transmitted?,zika viru transmit
1013,How is Zika virus spread?,zika viru spread
1014,What is the best way to learn algebra by yourself?,best way learn algebra
1015,How do you learn algebra 1 fast?,learn algebra fast
1016,How does it feel to retake a class in college?,feel retak class colleg
1017,Does retaking subjects in college affect future job prospects?,retak subject colleg affect futur job prospect
1018,Does Google Display Network require any site to have it SEO (on-page and off-page optimized) first before they can proceed with GDN? Is this possible?,googl display network requir site seo page page optim first proceed gdn possibl
1019,How can I get my name off the first page on Google search?,get name first page googl search
1020,"How hard is it to fake appearing ""spiritual"" in a Christian community?",hard fake appear spiritu christian commun
1021,Why did the Battle of Agincourt happen? How does it compare to the Battle of Edge Hill?,battl agincourt happen compar battl edg hill
1022,What is an actinomorphic flower?,actinomorph flower
1023,Flowers: What is vaijanti?,flower vaijanti
1024,What is the best place for sex?,best place sex
1025,What is the best place to have sex from?,best place sex
1026,Do people with anemia die younger?,peopl anemia die younger
1027,Does anemia increase irritability?,anemia increas irrit
1028,"How do you feel about the new MacBook Pro, late 2016?",feel new macbook pro late
1029,Should I get the new Macbook Pro?,get new macbook pro
1030,Does covering your head while sleeping cause brain damage?,cover head sleep caus brain damag
1031,Does binge drinking cause long term brain damage?,bing drink caus long term brain damag
1032,What are the major differences between Chinese culture and western cultures?,major differ chines cultur western cultur
1033,What is the difference between Chinese and western culture?,differ chines western cultur
1034,What are scraping techniques?,scrape techniqu
1035,What are some good free web scrapers / scraping techniques?,good free web scraper scrape techniqu
1036,I am 29Y old. I have diabetic Type 2. Recently my sugar level was increased to 150 (fasting). I do exercise and eat whole grains. why this happening?,old diabet type recent sugar level increas fast exercis eat whole grain happen
1037,Where can I find the best Security Cameras?,find best secur camera
1038,Is it healthy to eat egg whites every day?,healthi eat egg white everi day
1039,Is it healthy to eat one chicken every day?,healthi eat one chicken everi day
1040,What words rank the highest on Dictionary.com's difficulty index?,word rank highest dictionari com difficulti index
1041,Can Hindi words get a place in the Oxford dictionary?,hindi word get place oxford dictionari
1042,Why can't I feel remorse or empathy at all?,feel remors empathi
1043,Why do I not feel remorse?,feel remors
1044,How many minutes of cardio a day should I do?,mani minut cardio day
1045,How many minutes of yoga can be done in a day?,mani minut yoga done day
1046,Why is my dog biting me?,dog bite
1047,Why did my dog bite me?,dog bite
1048,How can I treat a severe foot sprain?,treat sever foot sprain
1049,How can I get a severe foot sprain?,get sever foot sprain
1050,How can a severe crick in the neck be treated?,sever crick neck treat
1051,What are some symptoms of a severe crick in the neck?,symptom sever crick neck
1052,What are the best places to recommend foreigners to visit in Nepal?,best place recommend foreign visit nepal
1053,What are the best places to visit in Nepal?,best place visit nepal
1054,"Who do I activate the dlc of skyrim in a laptop? Ive got it working on my computer after doing the command lines, but did the same on laptop, to no use..",activ dlc skyrim laptop ive got work comput command line laptop use
1055,I'm tired of the laptops Ive bought getting old and slow after 2ish years. Do desktops degrade as quickly? Will getting a solid state drive laptop/desktop help increase its longevity?,tire laptop ive bought get old slow ish year desktop degrad quickli get solid state drive laptop desktop help increas longev
1056,How should I prepare for HSBC GLT placement tests?,prepar hsbc glt placement test
1057,"Which company should I choose, HSBC (GLT) or Cybage Software?",compani choos hsbc glt cybag softwar
1058,Did any Indian writers/authors ever use a pen name?,indian writer author ever use pen name
1059,"How badly did Donald Trump miscalculate his run would have on his ""brand"" value?",badli donald trump miscalcul run would brand valu
1060,How do I register institute providing training in various programming languages for vocational courses as it will exempt it from the service tax?,regist institut provid train variou program languag vocat cours exempt servic tax
1061,How much marks should I score in SSC cpo to get Delhi police?,much mark score ssc cpo get delhi polic
1062,How imminent is world war III?,immin world war iii
1063,Are we heading toward World War 3?,head toward world war
1064,How do you write a song?,write song
1065,How do I write a song?,write song
1066,What could be Narendra Modi's next move after demonetization?,could narendra modi next move demonet
1067,What is next step after demonetization?,next step demonet
1068,"If you have me, you want to share me. If you share me, you haven't got me. What am I?",want share share got
1069,"If you have me, you want to share me. If you share me, you don't get me. What am I?",want share share get
1070,"What is an interesting fact that you know and I don't, but shouldn't?",interest fact know
1071,What is the most interesting fact that most people don't know about?,interest fact peopl know
1072,What is the problem with controlled fusion?,problem control fusion
1073,Why haven't we developed a fusion reactor capable of generating more energy than it consumes? What are the problems we face?,develop fusion reactor capabl gener energi consum problem face
1074,Where do I find 3ds emulator for android?,find emul android
1075,Is there a working Nintendo 3DS emulator for PC?,work nintendo emul
1076,"I want to start my clothes boutique in India, from where can I buy cheap wholesale clothes?",want start cloth boutiqu india buy cheap wholesal cloth
